consumerTaskId,readOccurrenceId,table,before,after,reason
"176693","task:176693:statement:0:relation:root.casttable.covt.a.setop.b1.read.index_grp1_cust_doctranoamt_covtrmb_tdy_all","dm_index_n.index_grp1_cust_doctranoamt_covtrmb_tdy_all","CANDIDATE_ONLY","UNRESOLVED","WRITE_PARTITION_VALUE_MISSING"
"176693","task:176693:statement:0:relation:root.casttable.incm.a.read.index_grp1_cust_incm_allcali_tdy_all","dm_index_n.index_grp1_cust_incm_allcali_tdy_all","CANDIDATE_ONLY","FULLY_CONFIRMED","FIXED_RANGE_INCLUSION"
"176693","task:176693:statement:0:relation:root.casttable.total.a.read.index_grp_total_asset_avg_mon","dm_index_n.index_grp_total_asset_avg_mon","CANDIDATE_ONLY","UNRESOLVED","WRITE_PARTITION_VALUE_MISSING"
"176826","task:176826:statement:0:relation:root.setop.b0.k1.read.wt_taum_cust_stat_rela_incm_mon","dm_om_n.wt_taum_cust_stat_rela_incm_mon","CANDIDATE_ONLY","UNRESOLVED","OTHER_EXPRESSION_OR_RANGE_NOT_PROVEN"
"176826","task:176826:statement:0:relation:root.setop.b1.k.read.wt_taum_cust_stat_rela_incm_mon","dm_om_n.wt_taum_cust_stat_rela_incm_mon","CANDIDATE_ONLY","UNRESOLVED","READ_SCOPE_BINDING_REQUIRED"
"177395","task:177395:statement:0:relation:root.(child).a.incm.a.read.index_grp1_cust_incm_allcali_mth_all","dm_index_n.index_grp1_cust_incm_allcali_mth_all","CANDIDATE_ONLY","UNRESOLVED","WRITE_PARTITION_VALUE_MISSING"
"177395","task:177395:statement:0:relation:root.(child).a.net.b.read.index_grp_apd_net_asset","dm_index_n.index_grp_apd_net_asset","CANDIDATE_ONLY","UNRESOLVED","WRITE_PARTITION_VALUE_MISSING"
"177395","task:177395:statement:0:relation:root.(child).a.the_net.b.read.index_grp_apd_net_asset","dm_index_n.index_grp_apd_net_asset","CANDIDATE_ONLY","UNRESOLVED","WRITE_PARTITION_VALUE_MISSING"
"177395","task:177395:statement:0:relation:root.(child).a.totl.a.read.index_grp_total_asset_avg_mon","dm_index_n.index_grp_total_asset_avg_mon","CANDIDATE_ONLY","UNRESOLVED","WRITE_PARTITION_VALUE_MISSING"
"177407","task:177407:statement:0:relation:root.(child).a.incm.a.read.index_grp1_cust_incm_allcali_mth_all","dm_index_n.index_grp1_cust_incm_allcali_mth_all","CANDIDATE_ONLY","UNRESOLVED","WRITE_PARTITION_VALUE_MISSING"
"177407","task:177407:statement:0:relation:root.(child).a.net.b.read.index_grp_apd_net_asset","dm_index_n.index_grp_apd_net_asset","CANDIDATE_ONLY","UNRESOLVED","WRITE_PARTITION_VALUE_MISSING"
"177407","task:177407:statement:0:relation:root.(child).a.the_net.b.read.index_grp_apd_net_asset","dm_index_n.index_grp_apd_net_asset","CANDIDATE_ONLY","UNRESOLVED","WRITE_PARTITION_VALUE_MISSING"
"177407","task:177407:statement:0:relation:root.(child).a.totl.a.read.index_grp_total_asset_avg_mon","dm_index_n.index_grp_total_asset_avg_mon","CANDIDATE_ONLY","UNRESOLVED","WRITE_PARTITION_VALUE_MISSING"
"177585","task:177585:statement:0:relation:root.(child-4).b.n.setop.b0.setop.b0.read.wt_taum_emp_indi_data","dm_om_n.wt_taum_emp_indi_data","CANDIDATE_ONLY","UNRESOLVED","READ_SCOPE_BINDING_REQUIRED"
"177585","task:177585:statement:0:relation:root.(child-4).b.n.setop.b1.read.wt_taum_emp_indi_dim_data","dm_om_n.wt_taum_emp_indi_dim_data","CANDIDATE_ONLY","UNRESOLVED","WRITE_PARTITION_VALUE_MISSING"
"177585","task:177585:statement:0:relation:root.t1.setop.b0.setop.b0.setop.b0.b.k.setop.b1.read.wt_ins_indi_data_others","dm_om_n.wt_ins_indi_data_others","CANDIDATE_ONLY","UNRESOLVED","READ_SCOPE_BINDING_REQUIRED"
"177585","task:177585:statement:0:relation:root.t1.setop.b0.setop.b0.setop.b1.read.wt_ins_indi_data","dm_om_n.wt_ins_indi_data","CANDIDATE_ONLY","UNRESOLVED","READ_SCOPE_BINDING_REQUIRED"
"177585","task:177585:statement:0:relation:root.t1.setop.b0.setop.b1.read.wt_ins_indi_data_others","dm_om_n.wt_ins_indi_data_others","CANDIDATE_ONLY","UNRESOLVED","READ_SCOPE_BINDING_REQUIRED"
"177677","task:177677:statement:0:relation:root.casttable.a.net.b.read.index_grp_apd_net_asset","dm_index_n.index_grp_apd_net_asset","CANDIDATE_ONLY","UNRESOLVED","WRITE_PARTITION_VALUE_MISSING"
"177677","task:177677:statement:0:relation:root.casttable.a.totl.a.read.index_grp_total_asset_avg_mon","dm_index_n.index_grp_total_asset_avg_mon","CANDIDATE_ONLY","UNRESOLVED","WRITE_PARTITION_VALUE_MISSING"
"177677","task:177677:statement:0:relation:root.casttable.b.incm.a.read.index_grp1_cust_incm_allcali_mth_all","dm_index_n.index_grp1_cust_incm_allcali_mth_all","CANDIDATE_ONLY","UNRESOLVED","WRITE_PARTITION_VALUE_MISSING"
"177677","task:177677:statement:0:relation:root.casttable.b.totl.a.read.index_grp_total_asset_avg_mon","dm_index_n.index_grp_total_asset_avg_mon","CANDIDATE_ONLY","UNRESOLVED","WRITE_PARTITION_VALUE_MISSING"
"177681","task:177681:statement:0:relation:root.casttable.a.net.b.read.index_grp_apd_net_asset","dm_index_n.index_grp_apd_net_asset","CANDIDATE_ONLY","UNRESOLVED","WRITE_PARTITION_VALUE_MISSING"
"177681","task:177681:statement:0:relation:root.casttable.a.the_net.b.read.index_grp_apd_net_asset","dm_index_n.index_grp_apd_net_asset","CANDIDATE_ONLY","UNRESOLVED","WRITE_PARTITION_VALUE_MISSING"
"177681","task:177681:statement:0:relation:root.casttable.a.totl.a.read.index_grp_total_asset_avg_mon","dm_index_n.index_grp_total_asset_avg_mon","CANDIDATE_ONLY","UNRESOLVED","WRITE_PARTITION_VALUE_MISSING"
"178667","task:178667:statement:0:relation:root.k.setop.b0.setop.b0.setop.b0.b.k.setop.b1.read.wt_taum_emp_indi_dim_data","dm_om_n.wt_taum_emp_indi_dim_data","CANDIDATE_ONLY","UNRESOLVED","WRITE_PARTITION_VALUE_MISSING"
"178667","task:178667:statement:0:relation:root.k.setop.b0.setop.b0.setop.b1.read.wt_taum_emp_indi_data","dm_om_n.wt_taum_emp_indi_data","CANDIDATE_ONLY","UNRESOLVED","READ_SCOPE_BINDING_REQUIRED"
"178667","task:178667:statement:0:relation:root.k.setop.b1.read.wt_taum_emp_indi_dim_data","dm_om_n.wt_taum_emp_indi_dim_data","CANDIDATE_ONLY","UNRESOLVED","WRITE_PARTITION_VALUE_MISSING"
"189181","task:189181:statement:0:relation:root.(child-4).setop.b0.setop.b0.setop.b0.setop.b1.read.a","dm_index_n.index_grp3_cust_prd_emp_income_nwsincome_aumdevrela_tdy","CANDIDATE_ONLY","UNRESOLVED","WRITE_PARTITION_VALUE_MISSING"
"189181","task:189181:statement:0:relation:root.(child-7).read.a","dm_index_n.grp_tag_client_aum_perf_exam","CANDIDATE_ONLY","UNRESOLVED","READ_SCOPE_BINDING_REQUIRED"
"189181","task:189181:statement:0:relation:root.(child-8).read.a","dm_index_n.index_grp1_cust_incm_allcali_mth_all","CANDIDATE_ONLY","UNRESOLVED","WRITE_PARTITION_VALUE_MISSING"
"189181","task:189181:statement:0:relation:root.(child-9).setop.b0.setop.b0.setop.b0.setop.b1.read.a","dm_index_n.index_grp3_cust_prd_emp_income_nwsincome_aumdevrela_tdy","CANDIDATE_ONLY","UNRESOLVED","WRITE_PARTITION_VALUE_MISSING"
"192442","task:192442:statement:0:relation:root.casttable.covt.a.setop.b0.read.index_grp1_cust_docbkamt_covtrmb_tdy_all","dm_index_n.index_grp1_cust_docbkamt_covtrmb_tdy_all","CANDIDATE_ONLY","UNRESOLVED","WRITE_PARTITION_VALUE_MISSING"
"192442","task:192442:statement:0:relation:root.casttable.covt.a.setop.b1.read.index_grp1_cust_doctranoamt_covtrmb_tdy_all","dm_index_n.index_grp1_cust_doctranoamt_covtrmb_tdy_all","CANDIDATE_ONLY","UNRESOLVED","WRITE_PARTITION_VALUE_MISSING"
"192442","task:192442:statement:0:relation:root.casttable.incm.a.read.index_grp1_cust_incm_allcali_tdy_all","dm_index_n.index_grp1_cust_incm_allcali_tdy_all","CANDIDATE_ONLY","FULLY_CONFIRMED","FIXED_RANGE_INCLUSION"
"192442","task:192442:statement:0:relation:root.casttable.total.a.read.index_grp_total_asset_avg_mon","dm_index_n.index_grp_total_asset_avg_mon","CANDIDATE_ONLY","UNRESOLVED","WRITE_PARTITION_VALUE_MISSING"
"196245","task:196245:statement:0:relation:root.(child).d.setop.b0.setop.b0.setop.b0.setop.b0.net.b.read.index_grp_apd_net_asset","dm_index_n.index_grp_apd_net_asset","CANDIDATE_ONLY","UNRESOLVED","WRITE_PARTITION_VALUE_MISSING"
"196245","task:196245:statement:0:relation:root.(child).incm.a.read.index_grp1_cust_incm_allcali_mth_all","dm_index_n.index_grp1_cust_incm_allcali_mth_all","CANDIDATE_ONLY","UNRESOLVED","WRITE_PARTITION_VALUE_MISSING"
"196245","task:196245:statement:0:relation:root.(child).totl.a.read.index_grp_total_asset_avg_mon","dm_index_n.index_grp_total_asset_avg_mon","CANDIDATE_ONLY","UNRESOLVED","WRITE_PARTITION_VALUE_MISSING"
"196245","task:196245:statement:0:relation:root.(child).totl_incm_year.a.read.index_grp1_cust_incm_allcali_mth_all","dm_index_n.index_grp1_cust_incm_allcali_mth_all","CANDIDATE_ONLY","UNRESOLVED","WRITE_PARTITION_VALUE_MISSING"
"196248","task:196248:statement:0:relation:root.(child).d.setop.b0.setop.b0.setop.b0.setop.b0.net.b.read.index_grp_apd_net_asset","dm_index_n.index_grp_apd_net_asset","CANDIDATE_ONLY","UNRESOLVED","WRITE_PARTITION_VALUE_MISSING"
"196248","task:196248:statement:0:relation:root.(child).incm.a.read.index_grp1_cust_incm_allcali_mth_all","dm_index_n.index_grp1_cust_incm_allcali_mth_all","CANDIDATE_ONLY","UNRESOLVED","WRITE_PARTITION_VALUE_MISSING"
"196248","task:196248:statement:0:relation:root.(child).totl.a.read.index_grp_total_asset_avg_mon","dm_index_n.index_grp_total_asset_avg_mon","CANDIDATE_ONLY","UNRESOLVED","WRITE_PARTITION_VALUE_MISSING"
"196248","task:196248:statement:0:relation:root.(child).totl_incm_year.a.read.index_grp1_cust_incm_allcali_mth_all","dm_index_n.index_grp1_cust_incm_allcali_mth_all","CANDIDATE_ONLY","UNRESOLVED","WRITE_PARTITION_VALUE_MISSING"
"196465","task:196465:statement:0:relation:root.casttable.a.d.setop.b0.setop.b0.setop.b0.setop.b0.net.b.read.index_grp_apd_net_asset","dm_index_n.index_grp_apd_net_asset","CANDIDATE_ONLY","UNRESOLVED","WRITE_PARTITION_VALUE_MISSING"
"196465","task:196465:statement:0:relation:root.casttable.a.totl.a.read.index_grp_total_asset_avg_mon","dm_index_n.index_grp_total_asset_avg_mon","CANDIDATE_ONLY","UNRESOLVED","WRITE_PARTITION_VALUE_MISSING"
"196465","task:196465:statement:0:relation:root.casttable.a.year_incm.a.read.index_grp1_cust_incm_allcali_mth_all","dm_index_n.index_grp1_cust_incm_allcali_mth_all","CANDIDATE_ONLY","UNRESOLVED","WRITE_PARTITION_VALUE_MISSING"
"197534","task:197534:statement:0:relation:root.casttable.d.setop.b0.net.b.read.index_grp_apd_net_asset","dm_index_n.index_grp_apd_net_asset","CANDIDATE_ONLY","UNRESOLVED","WRITE_PARTITION_VALUE_MISSING"
"197534","task:197534:statement:0:relation:root.casttable.totl.a.read.index_grp_total_asset_avg_mon","dm_index_n.index_grp_total_asset_avg_mon","CANDIDATE_ONLY","UNRESOLVED","WRITE_PARTITION_VALUE_MISSING"
"197534","task:197534:statement:0:relation:root.casttable.totl_incm_year.a.read.index_grp1_cust_incm_allcali_mth_all","dm_index_n.index_grp1_cust_incm_allcali_mth_all","CANDIDATE_ONLY","UNRESOLVED","WRITE_PARTITION_VALUE_MISSING"
"197653","task:197653:statement:0:relation:root.casttable.a.t.t0_cust.trd.trd.read.dm_co_t0_trd_prnt_stmt_perf","dm_index_n.dm_co_t0_trd_prnt_stmt_perf","CANDIDATE_ONLY","UNRESOLVED","OTHER_EXPRESSION_OR_RANGE_NOT_PROVEN"
"197760","task:197760:statement:0:relation:root.(child).incm.a.read.index_grp1_cust_incm_allcali_mth_all","dm_index_n.index_grp1_cust_incm_allcali_mth_all","CANDIDATE_ONLY","UNRESOLVED","WRITE_PARTITION_VALUE_MISSING"
"197760","task:197760:statement:0:relation:root.(child).totl.a.read.index_grp_total_asset_avg_mon","dm_index_n.index_grp_total_asset_avg_mon","CANDIDATE_ONLY","UNRESOLVED","WRITE_PARTITION_VALUE_MISSING"
"197997","task:197997:statement:0:relation:root.(child-3).a1.setop.b0.b.read.grp_tag_client_rich_cust_flag","dm_index_n.grp_tag_client_rich_cust_flag","CANDIDATE_ONLY","UNRESOLVED","OTHER_EXPRESSION_OR_RANGE_NOT_PROVEN"
"197997","task:197997:statement:0:relation:root.casttable.setop.b0.b.b2.read.index_grp1_ast","dm_index_n.index_grp1_ast","CANDIDATE_ONLY","UNRESOLVED","WRITE_PARTITION_VALUE_MISSING"
"197997","task:197997:statement:0:relation:root.casttable.setop.b0.b.b3.read.index_grp1_tbbbamt_srp_civ_tdy_retandorgcntr","dm_index_n.index_grp1_tbbbamt_srp_civ_tdy_retandorgcntr","CANDIDATE_ONLY","FULLY_CONFIRMED","DAY_SAME_GRAIN_POLICY"
"197997","task:197997:statement:0:relation:root.casttable.setop.b0.b.b5.read.index_grp_whl_prd_ret_amt","dm_index_n.index_grp_whl_prd_ret_amt","CANDIDATE_ONLY","UNRESOLVED","WRITE_PARTITION_VALUE_MISSING"
"197997","task:197997:statement:0:relation:root.casttable.setop.b0.e.read.grp_tag_client_is_mts_qual_pcus","dm_index_n.grp_tag_client_is_mts_qual_pcus","CANDIDATE_ONLY","FULLY_CONFIRMED","DAY_SAME_GRAIN_POLICY"
"201626","task:201626:statement:0:relation:root.(child-4).setop.b0.b.b2.read.index_grp1_ast","dm_index_n.index_grp1_ast","CANDIDATE_ONLY","UNRESOLVED","WRITE_PARTITION_VALUE_MISSING"
"201626","task:201626:statement:0:relation:root.(child-4).setop.b0.b.b3.read.index_grp1_tbbbamt_srp_civ_tdy_retandorgcntr","dm_index_n.index_grp1_tbbbamt_srp_civ_tdy_retandorgcntr","CANDIDATE_ONLY","UNRESOLVED","READ_SCOPE_BINDING_REQUIRED"
"201626","task:201626:statement:0:relation:root.(child-4).setop.b0.b.b5.read.index_grp_whl_prd_ret_amt","dm_index_n.index_grp_whl_prd_ret_amt","CANDIDATE_ONLY","UNRESOLVED","WRITE_PARTITION_VALUE_MISSING"
"201626","task:201626:statement:0:relation:root.(child-4).setop.b0.e.read.grp_tag_client_is_mts_qual_pcus","dm_index_n.grp_tag_client_is_mts_qual_pcus","CANDIDATE_ONLY","UNRESOLVED","READ_SCOPE_BINDING_REQUIRED"
"202091","task:202091:statement:0:relation:root.casttable.t3.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b1.read.index_grp1_emp_totincome_devrela_teamleader_mth","dm_index_n.index_grp1_emp_totincome_devrela_teamleader_mth","CANDIDATE_ONLY","UNRESOLVED","OTHER_EXPRESSION_OR_RANGE_NOT_PROVEN"
"202091","task:202091:statement:0:relation:root.casttable.t3.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b1.read.index_grp1_emp_totincome_devrela_teamleader_mth","dm_index_n.index_grp1_emp_totincome_devrela_teamleader_mth","CANDIDATE_ONLY","UNRESOLVED","OTHER_EXPRESSION_OR_RANGE_NOT_PROVEN"
"202286","task:202286:statement:0:relation:root.index.a.setop.b0.read.index_grp1_cust_income_fullcali_mth_ricc","dm_index_n.index_grp1_cust_income_fullcali_mth_ricc","CANDIDATE_ONLY","UNRESOLVED","WRITE_PARTITION_VALUE_MISSING"
"202861","task:202861:statement:0:relation:root.casttable.aaa.c.d.read.t01_pty_idty_info","spdata_n.t01_pty_idty_info","CANDIDATE_ONLY","UNRESOLVED","WRITE_PARTITION_VALUE_MISSING"
"203119","task:203119:statement:0:relation:root.(child).a1.a.read.grp_tag_client_is_net_hnw_cust","dm_index_n.grp_tag_client_is_net_hnw_cust","CANDIDATE_ONLY","UNRESOLVED","OTHER_EXPRESSION_OR_RANGE_NOT_PROVEN"
"203119","task:203119:statement:0:relation:root.(child).t1.a.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b1.a.setop.b0.read.index_grp1_cust_incm_allcali_mth_all","dm_index_n.index_grp1_cust_incm_allcali_mth_all","CANDIDATE_ONLY","UNRESOLVED","WRITE_PARTITION_VALUE_MISSING"
"203119","task:203119:statement:0:relation:root.(child).t1.a.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b1.a.setop.b1.read.index_grp1_cust_incm_allcali_mth_all","dm_index_n.index_grp1_cust_incm_allcali_mth_all","CANDIDATE_ONLY","UNRESOLVED","WRITE_PARTITION_VALUE_MISSING"
"203119","task:203119:statement:0:relation:root.(child).t1.a.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b1.read.index_grp_apd_net_asset","dm_index_n.index_grp_apd_net_asset","CANDIDATE_ONLY","UNRESOLVED","WRITE_PARTITION_VALUE_MISSING"
"203119","task:203119:statement:0:relation:root.(child).t1.a.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b1.hh.read.hold_tag_relation","dm_index_n.hold_tag_relation","CANDIDATE_ONLY","FULLY_CONFIRMED","DAY_SAME_GRAIN_POLICY"
"203119","task:203119:statement:0:relation:root.(child).t1.a.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b1.read.grp_tag_client_cust_whth_open_bse_righ","dm_index_n.grp_tag_client_cust_whth_open_bse_righ","CANDIDATE_ONLY","FULLY_CONFIRMED","DAY_SAME_GRAIN_POLICY"
"203119","task:203119:statement:0:relation:root.(child).t1.a.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b1.read.grp_cust_open_marg_flag","dm_index_n.grp_cust_open_marg_flag","CANDIDATE_ONLY","FULLY_CONFIRMED","DAY_SAME_GRAIN_POLICY"
"203119","task:203119:statement:0:relation:root.(child).t1.a.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b1.read.grp_tag_client_whth_pvt_qual_ivstr","dm_index_n.grp_tag_client_whth_pvt_qual_ivstr","CANDIDATE_ONLY","FULLY_CONFIRMED","DAY_SAME_GRAIN_POLICY"
"203119","task:203119:statement:0:relation:root.(child-1).a.a1.a.read.grp_tag_client_is_net_hnw_cust","dm_index_n.grp_tag_client_is_net_hnw_cust","CANDIDATE_ONLY","UNRESOLVED","READ_SCOPE_BINDING_REQUIRED"
"203384","task:203384:statement:0:relation:root.casttable.u.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b1.read.co_seqan_exam_busiprojcnt","dm_co_n.co_seqan_exam_busiprojcnt","CANDIDATE_ONLY","UNRESOLVED","OTHER_EXPRESSION_OR_RANGE_NOT_PROVEN"
"203384","task:203384:statement:0:relation:root.casttable.u.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b1.read.co_seqan_exam_busiprojcnt","dm_co_n.co_seqan_exam_busiprojcnt","CANDIDATE_ONLY","UNRESOLVED","OTHER_EXPRESSION_OR_RANGE_NOT_PROVEN"
"203384","task:203384:statement:0:relation:root.casttable.u.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b1.read.co_seqan_exam_busiprojcnt","dm_co_n.co_seqan_exam_busiprojcnt","CANDIDATE_ONLY","UNRESOLVED","OTHER_EXPRESSION_OR_RANGE_NOT_PROVEN"
"203384","task:203384:statement:0:relation:root.casttable.u.setop.b0.setop.b0.setop.b0.setop.b0.setop.b1.read.co_seqan_exam_busiprojcnt","dm_co_n.co_seqan_exam_busiprojcnt","CANDIDATE_ONLY","UNRESOLVED","OTHER_EXPRESSION_OR_RANGE_NOT_PROVEN"
"203384","task:203384:statement:0:relation:root.casttable.u.setop.b0.setop.b0.setop.b0.setop.b1.read.co_seqb2_exam_csincome","dm_co_n.co_seqb2_exam_csincome","CANDIDATE_ONLY","UNRESOLVED","OTHER_EXPRESSION_OR_RANGE_NOT_PROVEN"
"203384","task:203384:statement:0:relation:root.casttable.u.setop.b0.setop.b0.setop.b1.read.recmd_dir_ivst_emp_brchexam","dm_co_n.recmd_dir_ivst_emp_brchexam","CANDIDATE_ONLY","UNRESOLVED","OTHER_EXPRESSION_OR_RANGE_NOT_PROVEN"
"203384","task:203384:statement:0:relation:root.casttable.u.setop.b1.val.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b1.read.index_grp1_staff_apd_net_asset_adj","dm_index_n.index_grp1_staff_apd_net_asset_adj","CANDIDATE_ONLY","UNRESOLVED","WRITE_PARTITION_VALUE_MISSING"
"203958","task:203958:statement:0:relation:root.casttable.t3.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b1.read.index_grp1_org_newsign_custcount_ianws_mth_ricc","dm_index_n.index_grp1_org_newsign_custcount_ianws_mth_ricc","CANDIDATE_ONLY","UNRESOLVED","OTHER_EXPRESSION_OR_RANGE_NOT_PROVEN"
"203958","task:203958:statement:0:relation:root.casttable.t3.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b1.read.index_grp1_org_newsign_custcount_ianws_mth_ricc","dm_index_n.index_grp1_org_newsign_custcount_ianws_mth_ricc","CANDIDATE_ONLY","FULLY_CONFIRMED","FIXED_RANGE_INCLUSION"
"203958","task:203958:statement:0:relation:root.casttable.t3.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b1.read.index_grp1_org_addcust_optbusi_oactrela_mth_ricc","dm_index_n.index_grp1_org_addcust_optbusi_oactrela_mth_ricc","CANDIDATE_ONLY","UNRESOLVED","OTHER_EXPRESSION_OR_RANGE_NOT_PROVEN"
"203958","task:203958:statement:0:relation:root.casttable.t3.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b1.read.index_grp1_org_addcust_optbusi_oactrela_mth_ricc","dm_index_n.index_grp1_org_addcust_optbusi_oactrela_mth_ricc","CANDIDATE_ONLY","FULLY_CONFIRMED","FIXED_RANGE_INCLUSION"
"203958","task:203958:statement:0:relation:root.casttable.t3.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b1.read.index_grp1_org_addcust_buyria_oactrela_mth_ricc","dm_index_n.index_grp1_org_addcust_buyria_oactrela_mth_ricc","CANDIDATE_ONLY","UNRESOLVED","OTHER_EXPRESSION_OR_RANGE_NOT_PROVEN"
"203958","task:203958:statement:0:relation:root.casttable.t3.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b1.read.index_grp1_org_addcust_buyria_oactrela_mth_ricc","dm_index_n.index_grp1_org_addcust_buyria_oactrela_mth_ricc","CANDIDATE_ONLY","FULLY_CONFIRMED","FIXED_RANGE_INCLUSION"
"203979","task:203979:statement:0:relation:root.casttable.t3.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b1.read.index_grp1_emp_newsign_custcount_ianws_mth_ricc","dm_index_n.index_grp1_emp_newsign_custcount_ianws_mth_ricc","CANDIDATE_ONLY","UNRESOLVED","OTHER_EXPRESSION_OR_RANGE_NOT_PROVEN"
"203979","task:203979:statement:0:relation:root.casttable.t3.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b1.read.index_grp1_emp_newsign_custcount_ianws_mth_ricc","dm_index_n.index_grp1_emp_newsign_custcount_ianws_mth_ricc","CANDIDATE_ONLY","FULLY_CONFIRMED","FIXED_RANGE_INCLUSION"
"203979","task:203979:statement:0:relation:root.casttable.t3.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b1.read.index_grp1_emp_addcust_optbusi_optdevrela_mth_ricc","dm_index_n.index_grp1_emp_addcust_optbusi_optdevrela_mth_ricc","CANDIDATE_ONLY","UNRESOLVED","OTHER_EXPRESSION_OR_RANGE_NOT_PROVEN"
"203979","task:203979:statement:0:relation:root.casttable.t3.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b1.read.index_grp1_emp_addcust_optbusi_optdevrela_mth_ricc","dm_index_n.index_grp1_emp_addcust_optbusi_optdevrela_mth_ricc","CANDIDATE_ONLY","FULLY_CONFIRMED","FIXED_RANGE_INCLUSION"
"203979","task:203979:statement:0:relation:root.casttable.t3.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b1.read.index_grp1_emp_addcust_buyria_astpkgrela_mth_ricc","dm_index_n.index_grp1_emp_addcust_buyria_astpkgrela_mth_ricc","CANDIDATE_ONLY","UNRESOLVED","OTHER_EXPRESSION_OR_RANGE_NOT_PROVEN"
"203979","task:203979:statement:0:relation:root.casttable.t3.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b0.setop.b1.read.index_grp1_emp_addcust_buyria_astpkgrela_mth_ricc","dm_index_n.index_grp1_emp_addcust_buyria_astpkgrela_mth_ricc","CANDIDATE_ONLY","FULLY_CONFIRMED","FIXED_RANGE_INCLUSION"
